queue_ns,network_ns,total_ns
6040,97876,103916
187,94590,94777
187,89004,89191
167,87820,87987
128,92083,92211
128,96087,96215
355,96541,96896
168,99228,99396
118,94488,94606
158,117852,118010
208,101626,101834
484,101814,102298
118,98775,98893
168,95902,96070
168,93464,93632
119,101952,102071
109,92869,92978
158,109740,109898
188,100274,100462
203,95645,95848
178,93257,93435
129,95573,95702
188,98142,98330
405,93896,94301
188,98350,98538
188,106305,106493
178,98320,98498
139,95583,95722
139,102179,102318
149,92438,92587
129,95721,95850
178,95692,95870
168,105792,105960
271,94348,94619
143,94299,94442
123,99895,100018
193,98799,98992
183,100328,100511
183,87656,87839
193,93282,93475
183,97052,97235
133,98069,98202
114,99125,99239
114,96035,96149
124,97674,97798
134,95068,95202
113,98710,98823
182,99954,100136
173,99105,99278
168,94338,94506
193,104464,104657
223,102381,102604
202,105126,105328
193,95344,95537
193,96440,96633
173,96075,96248
163,103566,103729
212,95631,95843
223,105302,105525
173,104178,104351
183,92393,92576
183,103733,103916
193,100102,100295
203,105125,105328
183,90864,91047
311,103162,103473
114,95404,95518
183,94446,94629
124,100249,100373
192,97220,97412
261,102598,102859
193,98858,99051
124,97496,97620
133,102155,102288
232,97062,97294
193,102628,102821
193,96588,96781
183,107415,107598
182,93450,93632
262,96825,97087
124,101552,101676
222,96647,96869
173,101119,101292
202,90361,90563
192,101928,102120
182,118864,119046
213,95344,95557
183,96914,97097
144,99351,99495
124,100329,100453
252,95306,95558
228,101572,101800
162,90065,90227
222,103694,103916
193,94476,94669
193,97308,97501
134,102283,102417
7783,92532,100315
182,95473,95655
371,95186,95557
124,100378,100502
153,99559,99712
134,104148,104282
173,94476,94649
123,104119,104242
222,100220,100442
153,97980,98133
173,97052,97225
183,95009,95192
192,106024,106216
222,99480,99702
202,99056,99258
163,96213,96376
173,97378,97551
183,102254,102437
193,101838,102031
183,107711,107894
153,119633,119786
192,30986,31178
134,97624,97758
183,109389,109572
134,100259,100393
193,98414,98607
232,98048,98280
173,95710,95883
114,96351,96465
192,98375,98567
173,95029,95202
124,98957,99081
113,98849,98962
203,98976,99179
193,103141,103334
193,96746,96939
193,94318,94511
212,100299,100511
203,104957,105160
163,96924,97087
183,94141,94324
173,94673,94846
123,97013,97136
114,100219,100333
193,99549,99742
143,99905,100048
192,95967,96159
282,106793,107075
124,99135,99259
114,97644,97758
133,92641,92774
252,106043,106295
173,104681,104854
183,94071,94254
192,104178,104370
203,96992,97195
192,97763,97955
281,96677,96958
301,99776,100077
163,97891,98054
123,98049,98172
123,103023,103146
182,94121,94303
134,90804,90938
183,97082,97265
183,99124,99307
173,96322,96495
183,94269,94452
124,94535,94659
124,103023,103147
192,102263,102455
183,89018,89201
193,97792,97985
163,101868,102031
163,101237,101400
193,96538,96731
183,98207,98390
154,98492,98646
203,103442,103645
182,95039,95221
124,100990,101114
183,102460,102643
173,97092,97265
192,93232,93424
173,105668,105841
193,93607,93800
163,102925,103088
124,94377,94501
124,95226,95350
163,95680,95843
203,100348,100551
223,93953,94176
124,101848,101972
193,97348,97541
173,99441,99614
124,102440,102564
242,100180,100422
183,97338,97521
183,97398,97581
163,101641,101804
262,105885,106147
242,103921,104163
202,98296,98498
202,105579,105781
183,98197,98380
183,88831,89014
7062,92897,99959
123,105451,105574
183,97397,97580
173,95453,95626
123,97368,97491
193,101661,101854
183,100812,100995
193,93864,94057
193,97161,97354
183,97673,97856
233,98473,98706
172,94269,94441
123,94743,94866
193,97703,97896
183,95296,95479
123,102451,102574
163,96460,96623
163,99499,99662
134,109477,109611
182,94753,94935
203,87064,87267
182,113988,114170
193,99687,99880
430,99322,99752
156,117511,117667
252,130460,130712
222,130559,130781
281,102461,102742
183,92393,92576
173,94121,94294
193,107740,107933
183,95443,95626
192,100467,100659
203,93943,94146
123,99628,99751
123,99470,99593
183,102461,102644
193,99322,99515
232,99816,100048
163,99154,99317
113,98839,98952
173,102836,103009
222,107484,107706
193,104681,104874
123,96568,96691
124,96252,96376
123,108787,108910
183,98611,98794
173,95019,95192
114,99490,99604
163,102184,102347
163,97160,97323
173,101030,101203
163,99213,99376
153,98429,98582
173,102007,102180
183,99904,100087
193,93558,93751
202,101829,102031
203,103536,103739
183,115626,115809
173,116672,116845
183,98128,98311
203,95779,95982
212,104474,104686
193,95207,95400
183,97240,97423
164,101542,101706
203,97111,97314
173,97693,97866
193,101523,101716
153,101701,101854
153,101681,101834
182,95957,96139
154,131190,131344
203,108293,108496
223,129207,129430
212,117773,117985
222,107307,107529
193,92117,92310
124,93676,93800
202,101928,102130
173,101305,101478
163,90825,90988
202,92305,92507
252,92887,93139
282,91584,91866
123,87360,87483
124,98365,98489
173,89640,89813
183,90952,91135
182,92818,93000
153,100990,101143
182,93529,93711
173,94279,94452
193,85939,86132
124,102845,102969
163,92078,92241
123,90795,90918
124,87350,87474
203,91436,91639
124,90005,90129
212,91930,92142
192,91220,91412
124,89985,90109
114,90725,90839
124,90469,90593
124,94564,94688
124,94466,94590
262,108836,109098
345,119409,119754
247,97363,97610
217,89843,90060
177,97136,97313
183,98616,98799
173,103867,104040
178,99275,99453
177,102486,102663
202,108861,109063
168,107578,107746
168,89159,89327
187,94235,94422
493,103838,104331
149,90708,90857
178,103699,103877
178,98673,98851
173,81796,81969
187,92376,92563
128,92179,92307
118,91192,91310
207,100729,100936
119,96600,96719
4451,92959,97410
182,83507,83689
123,98400,98523
113,96116,96229
188,93422,93610
188,94985,95173
197,99396,99593
162,94706,94868
148,102051,102199
183,96264,96447
148,92823,92971
123,93116,93239
178,104479,104657
197,110882,111079
192,98834,99026
168,98604,98772
168,94945,95113
187,91205,91392
182,95370,95552
207,104045,104252
207,102269,102476
119,101755,101874
138,121392,121530
128,98508,98636
167,102426,102593
162,94765,94927
178,97647,97825
202,97146,97348
167,94715,94882
177,94429,94606
149,97695,97844
207,103709,103916
182,102258,102440
123,104102,104225
256,100768,101024
187,97856,98043
118,100186,100304
188,99248,99436
187,99653,99840
187,104835,105022
208,96758,96966
473,98657,99130
182,93402,93584
178,92731,92909
118,97798,97916
182,93255,93437
128,97166,97294
173,103097,103270
168,102100,102268
183,97757,97940
103,100216,100319
177,95093,95270
188,95998,96186
118,102446,102564
128,93324,93452
118,98518,98636
119,99719,99838
187,100670,100857
178,104627,104805
162,102436,102598
187,102416,102603
247,93975,94222
118,103957,104075
108,102364,102472
172,98577,98749
242,182228,182470
585,85734,86319
188,115808,115996
193,98616,98809
119,100343,100462
192,98241,98433
177,103384,103561
104,109749,109853
202,97393,97595
168,101992,102160
113,99929,100042
113,94693,94806
118,92515,92633
198,79894,80092
158,99209,99367
118,102413,102531
173,92734,92907
187,96294,96481
213,100797,101010
177,104203,104380
158,132239,132397
188,102317,102505
178,99564,99742
124,102860,102984
187,100837,101024
187,95833,96020
182,104144,104326
187,96849,97036
522,100906,101428
147,95150,95297
178,92613,92791
178,97550,97728
177,109937,110114
148,92149,92297
129,97353,97482
118,100874,100992
187,100637,100824
168,101864,102032
187,86001,86188
118,97571,97689
118,103117,103235
182,84484,84666
178,92060,92238
188,92751,92939
128,97926,98054
108,98183,98291
119,96876,96995
119,100067,100186
118,97963,98081
118,122748,122866
182,97512,97694
167,103146,103313
172,109453,109625
167,102870,103037
178,91793,91971
129,105022,105151
172,96653,96825
197,100038,100235
128,95624,95752
167,88774,88941
118,93354,93472
118,99258,99376
182,95104,95286
172,97186,97358
266,100529,100795
177,105831,106008
158,93057,93215
173,93037,93210
167,116616,116783
119,142624,142743
237,125570,125807
172,121346,121518
188,96050,96238
187,100571,100758
187,104548,104735
183,95418,95601
113,101745,101858
168,92080,92248
178,94024,94202
177,101706,101883
172,89435,89607
187,113983,114170
232,98814,99046
168,105417,105585
113,101736,101849
172,104637,104809
178,92073,92251
177,90570,90747
118,89653,89771
187,91903,92090
198,96682,96880
119,98083,98202
163,91626,91789
202,93975,94177
119,94984,95103
178,100321,100499
158,96593,96751
158,103383,103541
178,101133,101311
178,97044,97222
138,114131,114269
168,122024,122192
178,104153,104331
157,97074,97231
208,89237,89445
119,93087,93206
158,93284,93442
119,98814,98933
109,100873,100982
192,91429,91621
207,97619,97826
162,93383,93545
128,100934,101062
148,101775,101923
128,97068,97196
177,95794,95971
197,122027,122224
178,90629,90807
187,125985,126172
187,99160,99347
178,97953,98131
197,111160,111357
178,104439,104617
188,102514,102702
119,101597,101716
296,92258,92554
129,135015,135144
128,95259,95387
187,93413,93600
118,92833,92951
252,94281,94533
128,96673,96801
187,104883,105070
217,97903,98120
119,99860,99979
198,101091,101289
138,100410,100548
262,97383,97645
163,96830,96993
251,104289,104540
118,97380,97498
365,95989,96354
118,102644,102762
197,95514,95711
128,100884,101012
207,100716,100923
183,99949,100132
178,100265,100443
187,96071,96258
168,104193,104361
182,99761,99943
143,102357,102500
207,99505,99712
118,143927,144045
187,103789,103976
188,100324,100512
182,97893,98075
187,107164,107351
172,93679,93851
168,104203,104371
168,94419,94587
454,103028,103482
202,97084,97286
118,99190,99308
129,100824,100953
148,100745,100893
193,95340,95533
207,100233,100440
207,120576,120783
182,93156,93338
128,95982,96110
118,100904,101022
193,119856,120049
158,107420,107578
246,102898,103144
172,103088,103260
178,95880,96058
178,94330,94508
129,99278,99407
202,96613,96815
177,103374,103551
148,91754,91902
202,96850,97052
202,95754,95956
158,100736,100894
251,94373,94624
217,99959,100176
192,98032,98224
188,103144,103332
197,102443,102640
198,149688,149886
178,140167,140345
188,101597,101785
148,93531,93679
128,95370,95498
188,99692,99880
469,96235,96704
168,93965,94133
118,98150,98268
178,109344,109522
172,95715,95887
207,98597,98804
129,100765,100894
202,96465,96667
148,94452,94600
128,110635,110763
207,93623,93830
177,102624,102801
138,92870,93008
128,107223,107351
113,107003,107116
187,91402,91589
168,101044,101212
182,91481,91663
192,101124,101316
197,104173,104370
173,104594,104767
177,100522,100699
178,102673,102851
183,100775,100958
178,96561,96739
119,101883,102002
173,102574,102747
9218,92652,101870
192,100591,100783
177,97281,97458
168,98331,98499
172,94183,94355
118,97916,98034
207,92356,92563
207,94814,95021
128,97669,97797
128,100914,101042
202,95281,95483
148,99662,99810
173,92790,92963
207,93482,93689
118,98528,98646
162,92367,92529
158,92663,92821
187,92347,92534
128,102357,102485
197,95288,95485
148,117110,117258
198,100679,100877
177,108404,108581
177,96100,96277
177,108694,108871
178,97854,98032
118,112059,112177
266,100025,100291
207,88675,88882
119,92692,92811
365,98330,98695
232,97689,97921
168,100420,100588
202,96297,96499
296,101706,102002
128,105318,105446
252,99356,99608
177,85971,86148
118,95765,95883
168,100844,101012
212,96357,96569
158,100156,100314
149,93165,93314
118,97709,97827
172,92633,92805
118,97807,97925
241,94491,94732
217,100679,100896
178,39643,39821
182,93057,93239
217,130802,131019
286,95318,95604
202,93443,93645
158,93087,93245
128,99406,99534
241,97068,97309
158,99317,99475
172,92929,93101
138,95772,95910
177,120232,120409
217,94837,95054
241,93630,93871
148,93028,93176
182,96140,96322
188,99771,99959
118,124906,125024
177,102367,102544
182,93146,93328
197,93798,93995
188,95110,95298
187,106226,106413
251,93215,93466
187,98992,99179
118,100894,101012
138,100607,100745
241,120053,120294
183,102601,102784
202,95949,96151
168,86385,86553
119,93225,93344
178,100834,101012
138,100597,100735
202,96899,97101
149,106591,106740
163,93166,93329
119,97570,97689
198,100706,100904
138,100716,100854
148,100834,100982
148,100746,100894
172,96988,97160
454,102505,102959
119,96149,96268
168,101100,101268
182,96011,96193
207,100657,100864
172,97265,97437
128,112776,112904
177,102643,102820
172,98930,99102
128,125057,125185
148,98696,98844
177,129130,129307
237,93415,93652
172,96245,96417
128,122758,122886
128,99433,99561
188,100116,100304
118,93768,93886
187,100862,101049
187,91678,91865
173,100995,101168
148,102633,102781
138,94074,94212
119,94866,94985
231,96702,96933
188,101032,101220
16492,114267,130759
178,94392,94570
153,97143,97296
198,87707,87905
138,100834,100972
212,114062,114274
148,97126,97274
148,96287,96435
163,92714,92877
4462,88727,93189
153,95270,95423
113,92971,93084
123,100566,100689
124,97358,97482
193,102737,102930
163,93529,93692
153,96499,96652
124,96884,97008
192,96006,96198
163,99194,99357
203,97654,97857
113,94546,94659
133,101119,101252
123,97349,97472
114,96242,96356
193,98838,99031
134,96361,96495
133,105283,105416
182,59914,60096
321,94170,94491
203,92976,93179
134,98118,98252
113,100990,101103
173,97072,97245
163,100536,100699
213,94111,94324
193,92285,92478
213,98118,98331
123,91249,91372
173,99657,99830
222,94328,94550
133,93272,93405
123,101721,101844
192,99539,99731
114,99342,99456
124,94328,94452
113,114245,114358
227,101246,101473
193,99973,100166
222,98296,98518
222,102342,102564
183,91949,92132
173,94466,94639
114,112024,112138
183,98088,98271
134,105529,105663
172,98286,98458
123,102777,102900
192,96006,96198
163,94575,94738
183,101710,101893
133,102678,102811
123,98947,99070
192,98730,98922
124,96055,96179
124,98670,98794
124,96272,96396
114,98957,99071
114,94555,94669
202,103605,103807
193,99993,100186
163,102835,102998
134,96528,96662
134,99055,99189
113,99026,99139
198,101888,102086
193,96538,96731
163,100013,100176
173,107543,107716
153,103191,103344
202,98572,98774
192,106181,106373
153,94654,94807
114,103843,103957
193,95878,96071
163,95779,95942
134,99263,99397
153,96766,96919
193,101957,102150
153,92581,92734
163,92690,92853
124,93272,93396
114,94269,94383
164,97446,97610
163,94704,94867
213,100210,100423
173,99588,99761
163,99302,99465
173,117571,117744
192,100408,100600
163,112576,112739
163,90815,90978
203,99401,99604
163,93973,94136
193,92334,92527
183,91920,92103
123,99668,99791
114,99194,99308
124,97841,97965
124,99726,99850
222,103487,103709
153,102184,102337
124,102095,102219
134,100190,100324
183,91278,91461
163,98591,98754
183,94634,94817
123,99806,99929
213,96361,96574
153,101069,101222
173,96005,96178
182,102086,102268
183,97753,97936
193,104957,105150
183,98483,98666
183,99608,99791
213,95246,95459
222,99806,100028
271,96223,96494
183,94476,94659
123,99115,99238
114,99243,99357
123,97704,97827
203,98917,99120
223,98206,98429
183,99450,99633
183,96608,96791
202,101553,101755
173,96756,96929
124,100960,101084
6065,96588,102653
124,97555,97679
163,99441,99604
114,99648,99762
7605,97605,105210
183,103714,103897
173,93608,93781
183,101937,102120
173,101731,101904
202,96954,97156
173,101582,101755
154,102016,102170
252,94871,95123
182,105875,106057
183,98266,98449
183,103260,103443
163,101217,101380
173,99954,100127
222,97901,98123
183,99440,99623
173,99687,99860
192,99568,99760
183,95078,95261
173,99440,99613
183,96993,97176
163,95098,95261
124,99796,99920
183,101148,101331
242,96420,96662
163,97091,97254
163,99223,99386
113,99204,99317
163,96854,97017
193,101897,102090
183,96223,96406
133,104869,105002
173,142215,142388
183,43658,43841
104,107573,107677
114,104039,104153
203,96262,96465
193,101868,102061
183,97111,97294
124,99114,99238
123,99816,99939
193,96292,96485
193,102204,102397
173,96243,96416
153,101858,102011
193,96786,96979
252,106132,106384
134,102036,102170
203,97516,97719
134,102134,102268
193,101789,101982
173,96677,96850
212,95029,95241
163,94990,95153
124,102697,102821
163,96509,96672
124,99065,99189
143,100102,100245
124,99371,99495
202,99599,99801
114,96993,97107
123,101365,101488
173,91091,91264
124,98581,98705
173,93716,93889
124,98236,98360
193,106606,106799
213,94722,94935
182,104149,104331
124,105727,105851
183,94062,94245
124,96973,97097
134,98394,98528
173,94062,94235
213,95937,96150
183,93904,94087
193,97467,97660
202,94802,95004
237,94970,95207
193,101789,101982
183,92453,92636
183,102499,102682
202,101849,102051
124,102026,102150
183,96184,96367
301,107425,107726
212,93697,93909
134,96825,96959
113,98059,98172
114,102421,102535
212,99905,100117
192,97151,97343
124,95453,95577
123,102155,102278
182,43964,44146
123,98967,99090
124,99154,99278
183,96845,97028
183,104306,104489
163,93923,94086
123,98661,98784
114,101967,102081
173,96815,96988
341,99223,99564
114,103802,103916
173,96667,96840
123,99668,99791
134,146182,146316
193,99154,99347
123,96164,96287
123,97773,97896
144,99490,99634
203,94762,94965
192,98710,98902
114,96588,96702
124,101720,101844
213,178317,178530
212,137774,137986
193,43559,43752
182,98187,98369
193,93529,93722
193,102046,102239
193,94101,94294
123,92572,92695
134,110820,110954
222,95976,96198
124,98759,98883
124,97279,97403
123,98770,98893
203,98019,98222
212,100625,100837
123,101859,101982
163,101602,101765
272,93311,93583
193,96815,97008
124,97802,97926
114,99460,99574
124,96717,96841
202,102185,102387
213,95720,95933
123,96717,96840
182,103359,103541
183,95463,95646
124,99588,99712
124,96321,96445
173,92641,92814
193,97052,97245
183,99322,99505
123,95523,95646
143,106112,106255
183,95838,96021
173,96134,96307
124,96450,96574
203,99193,99396
193,94851,95044
124,94959,95083
114,100092,100206
193,102362,102555
163,94842,95005
173,96736,96909
114,94604,94718
114,96440,96554
192,98908,99100
173,95049,95222
124,95434,95558
114,96776,96890
202,99115,99317
183,91268,91451
173,93598,93771
449,116742,117191
173,121153,121326
192,93677,93869
183,120670,120853
193,103684,103877
183,92709,92892
193,95976,96169
193,116396,116589
173,99776,99949
124,96687,96811
124,98937,99061
114,96173,96287
124,98878,99002
114,96065,96179
183,97141,97324
203,101305,101508
173,96677,96850
143,99401,99544
124,103743,103867
124,99134,99258
124,94673,94797
252,96450,96702
193,101720,101913
183,95630,95813
173,101661,101834
124,101178,101302
231,66151,66382
192,100615,100807
123,93983,94106
124,98256,98380
134,103546,103680
144,148038,148182
174,102095,102269
163,99253,99416
144,98256,98400
124,102046,102170
124,100092,100216
193,96420,96613
124,97516,97640
114,101996,102110
212,99362,99574
163,97714,97877
114,99549,99663
202,98365,98567
123,99164,99287
124,99273,99397
311,99490,99801
203,97081,97284
113,102520,102633
203,99618,99821
133,95809,95942
183,94358,94541
203,97545,97748
173,101710,101883
173,97200,97373
143,101997,102140
183,100950,101133
163,101661,101824
193,97121,97314
183,103388,103571
133,99154,99287
114,98681,98795
182,102441,102623
173,91959,92132
124,97052,97176
124,92946,93070
183,94535,94718
123,98118,98241
222,99243,99465
113,98839,98952
163,102096,102259
242,100280,100522
173,95097,95270
143,102649,102792
212,99480,99692
173,95611,95784
252,96864,97116
182,97822,98004
213,97950,98163
163,99322,99485
124,102618,102742
173,96707,96880
193,102213,102406
124,98868,98992
173,94960,95133
232,90558,90790
213,106872,107085
134,94031,94165
213,94318,94531
123,99016,99139
183,97575,97758
173,98947,99120
114,99302,99416
183,95631,95814
183,99411,99594
163,95562,95725
193,102372,102565
192,96352,96544
173,96381,96554
193,162616,162809
252,102461,102713
193,92956,93149
203,97397,97600
203,102095,102298
262,96460,96722
173,101799,101972
222,96953,97175
203,108224,108427
252,93597,93849
213,96331,96544
203,96923,97126
203,98897,99100
193,97506,97699
173,122456,122629
133,99914,100047
183,94861,95044
193,96924,97117
203,102352,102555
173,102342,102515
10062,93686,103748
203,97249,97452
152,90884,91036
193,99154,99347
163,102332,102495
173,101622,101795
192,101474,101666
212,96135,96347
154,99549,99703
193,102086,102279
183,95305,95488
124,97871,97995
183,99440,99623
193,99332,99525
123,101760,101883
183,99322,99505
203,95137,95340
192,100496,100688
193,94249,94442
192,99421,99613
133,101513,101646
193,94209,94402
183,93983,94166
193,97930,98123
164,95532,95696
124,98621,98745
183,96707,96890
134,102490,102624
193,97851,98044
202,98799,99001
114,99460,99574
124,98799,98923
113,97289,97402
124,129069,129193
203,109024,109227
143,102895,103038
183,99559,99742
193,102529,102722
193,94703,94896
222,101839,102061
193,97693,97886
163,99283,99446
124,102233,102357
212,95177,95389
182,104287,104469
203,96568,96771
154,102095,102249
173,96174,96347
193,101957,102150
124,101908,102032
183,96400,96583
173,98828,99001
390,94091,94481
222,95226,95448
183,89837,90020
133,101079,101212
232,97319,97551
163,95325,95488
114,96983,97097
193,99332,99525
124,99401,99525
153,106902,107055
183,110879,111062
193,97969,98162
203,95147,95350
124,96865,96989
123,101997,102120
173,97161,97334
183,106448,106631
193,105618,105811
173,90489,90662
202,91506,91708
123,98217,98340
124,97792,97916
193,98453,98646
183,97032,97215
124,97624,97748
5483,88110,93593
183,92729,92912
123,97082,97205
114,98730,98844
104,96707,96811
114,98927,99041
134,98206,98340
213,92107,92320
144,102677,102821
124,94821,94945
193,99539,99732
193,102540,102733
124,102322,102446
193,60910,61103
193,96588,96781
212,103260,103472
183,96894,97077
202,99046,99248
173,95196,95369
123,102185,102308
173,99066,99239
124,97447,97571
114,99578,99692
124,98286,98410
193,102243,102436
183,101888,102071
193,96263,96456
212,96302,96514
173,102036,102209
223,138849,139072
192,98316,98508
183,94190,94373
182,102254,102436
193,96499,96692
193,97239,97432
173,97082,97255
222,102283,102505
163,102450,102613
192,97131,97323
222,102322,102544
183,96647,96830
163,98177,98340
114,94219,94333
114,101049,101163
183,98286,98469
124,97792,97916
182,120492,120674
193,102776,102969
213,98739,98952
114,99263,99377
213,92640,92853
124,96045,96169
114,93834,93948
183,98750,98933
203,98720,98923
203,103121,103324
183,97546,97729
123,96144,96267
114,98285,98399
183,103733,103916
192,95187,95379
182,91762,91944
183,93015,93198
114,95966,96080
124,95463,95587
134,95621,95755
124,99036,99160
193,95276,95469
183,94427,94610
193,97397,97590
202,91881,92083
173,93953,94126
182,99786,99968
173,99608,99781
124,94989,95113
124,93766,93890
193,136273,136466
183,102480,102663
183,95048,95231
183,91643,91826
114,101740,101854
182,94891,95073
124,97733,97857
182,100526,100708
183,98157,98340
192,93134,93326
173,97071,97244
183,92778,92961
124,98424,98548
173,96875,97048
173,91516,91689
124,101592,101716
193,94772,94965
123,95523,95646
123,98325,98448
183,98108,98291
193,95246,95439
144,98720,98864
114,97209,97323
182,93707,93889
183,91279,91462
202,92335,92537
193,104760,104953
183,94140,94323
174,94110,94284
123,102777,102900
172,98720,98892
173,95029,95202
124,97861,97985
183,95197,95380
173,98158,98331
134,97970,98104
114,97999,98113
182,98651,98833
174,95897,96071
124,93903,94027
123,97743,97866
114,94999,95113
114,97802,97916
183,94871,95054
114,97466,97580
124,101039,101163
183,94733,94916
193,95986,96179
134,101217,101351
183,94831,95014
183,92798,92981
123,95592,95715
124,97456,97580
134,97022,97156
183,133865,134048
242,97091,97333
124,94012,94136
203,98700,98903
124,97842,97966
113,97171,97284
124,94466,94590
134,98532,98666
114,95048,95162
114,97989,98103
124,94782,94906
124,97259,97383
124,94812,94936
114,92956,93070
123,97516,97639
114,94812,94926
134,96933,97067
134,97654,97788
114,95966,96080
114,93223,93337
144,95729,95873
124,96973,97097
114,97417,97531
124,94693,94817
123,94940,95063
123,97408,97531
144,94288,94432
9746,99440,109186
183,95858,96041
124,91229,91353
124,95502,95626
114,94989,95103
203,91031,91234
193,96904,97097
183,86077,86260
123,88604,88727
134,88959,89093
124,93341,93465
124,93449,93573
114,95404,95518
123,91042,91165
124,95078,95202
133,102342,102475
133,97872,98005
212,95888,96100
192,95345,95537
124,90587,90711
133,138060,138193
213,95414,95627
183,90666,90849
173,89482,89655
124,85346,85470
123,94190,94313
124,94979,95103
124,95917,96041
114,94062,94176
124,92848,92972
113,95039,95152
114,91022,91136
124,95196,95320
124,90795,90919
134,95403,95537
124,89768,89892
124,95344,95468
124,96272,96396
123,90953,91076
133,95592,95725
124,95858,95982
203,94298,94501
153,86541,86694
124,88584,88708
123,95138,95261
133,91249,91382
124,95147,95271
124,91091,91215
114,95275,95389
123,139047,139170
193,89038,89231
133,90075,90208
124,98986,99110
203,95364,95567
237,103003,103240
124,101898,102022
123,107435,107558
252,102618,102870
193,95088,95281
203,94348,94551
114,98651,98765
193,98651,98844
192,95355,95547
134,101454,101588
133,105056,105189
124,98473,98597
123,101168,101291
232,95443,95675
163,99302,99465
123,98059,98182
193,95216,95409
192,98049,98241
173,95048,95221
114,101710,101824
203,101878,102081
124,98058,98182
123,95700,95823
183,96381,96564
134,98611,98745
203,96943,97146
133,97921,98054
193,95700,95893
192,98395,98587
183,94890,95073
192,95019,95211
242,95709,95951
202,96401,96603
173,95661,95834
173,98335,98508
183,101256,101439
183,95078,95261
163,98246,98409
124,94476,94600
114,97920,98034
222,90825,91047
183,92384,92567
123,103319,103442
173,94762,94935
182,98326,98508
133,99184,99317
182,99155,99337
222,101948,102170
183,101454,101637
123,94911,95034
114,122012,122126
232,96963,97195
203,98315,98518
202,98602,98804
113,97941,98054
252,95157,95409
173,93696,93869
124,93686,93810
114,95709,95823
123,97921,98044
183,92808,92991
123,95612,95735
124,98532,98656
203,98957,99160
163,95019,95182
213,95127,95340
183,98098,98281
133,95523,95656
202,114462,114664
183,101671,101854
183,94881,95064
183,98335,98518
173,98878,99051
114,100289,100403
262,94950,95212
163,98187,98350
124,100743,100867
183,94792,94975
124,101918,102042
193,98453,98646
164,95492,95656
183,128452,128635
232,105663,105895
128,99416,99544
188,93987,94175
188,101034,101222
128,96505,96633
198,96800,96998
177,90553,90730
178,96830,97008
168,98123,98291
197,103325,103522
177,99426,99603
167,92518,92685
208,95290,95498
187,99170,99357
187,100137,100324
178,95142,95320
208,93948,94156
129,95764,95893
207,95251,95458
119,101410,101529
187,98034,98221
158,125254,125412
177,104134,104311
158,101380,101538
118,95238,95356
148,98251,98399
138,91823,91961
109,98024,98133
119,98211,98330
208,92152,92360
139,96886,97025
139,98724,98863
119,96738,96857
138,97935,98073
119,146135,146254
119,95218,95337
118,104243,104361
109,89497,89606
182,98357,98539
208,95307,95515
168,93936,94104
139,98182,98321
202,106413,106615
178,96130,96308
159,91559,91718
119,94913,95032
109,98172,98281
139,93836,93975
119,97580,97699
129,93610,93739
188,91549,91737
168,91550,91718
361,93588,93949
173,92779,92952
183,101770,101953
262,96105,96367
163,98493,98656
123,94970,95093
124,98315,98439
124,97555,97679
252,95069,95321
173,101474,101647
114,96243,96357
192,98888,99080
124,100418,100542
124,98760,98884
124,101641,101765
192,98780,98972
203,95877,96080
124,109517,109641
183,97663,97846
124,101335,101459
124,95413,95537
124,101335,101459
163,98671,98834
124,95897,96021
124,98315,98439
114,94466,94580
123,100497,100620
381,94930,95311
183,95453,95636
148,146646,146794
167,118889,119056
188,105851,106039
143,98448,98591
11236,96608,107844
213,97446,97659
183,89817,90000
134,103418,103552
212,87824,88036
193,96933,97126
124,92827,92951
587,98464,99051
252,95936,96188
124,101839,101963
183,95571,95754
182,101661,101843
183,95404,95587
124,106625,106749
164,95680,95844
124,98671,98795
163,100329,100492
173,96262,96435
202,96046,96248
212,93430,93642
183,93232,93415
182,104810,104992
223,92838,93061
133,140991,141124
183,100861,101044
123,98828,98951
183,95966,96149
202,102046,102248
154,101286,101440
202,98967,99169
124,95739,95863
114,101187,101301
193,95621,95814
202,95582,95784
173,111521,111694
232,109458,109690
271,101869,102140
183,96558,96741
173,101779,101952
223,95779,96002
163,101059,101222
124,95788,95912
113,94881,94994
133,102540,102673
203,99036,99239
163,101800,101963
213,95838,96051
203,94881,95084
182,96233,96415
114,98759,98873
114,98680,98794
193,95177,95370
114,96825,96939
124,98720,98844
183,97851,98034
124,96420,96544
203,98394,98597
182,102964,103146
173,99549,99722
183,97052,97235
163,97684,97847
174,94535,94709
192,96036,96228
124,101681,101805
203,101227,101430
173,98809,98982
124,97160,97284
124,98423,98547
113,98345,98458
123,99046,99169
183,93963,94146
9441,93469,102910
183,93124,93307
202,98168,98370
202,100941,101143
212,101129,101341
173,96519,96692
202,90598,90800
202,94338,94540
202,103073,103275
192,100457,100649
182,92591,92773
124,93736,93860
182,95918,96100
223,101197,101420
193,97022,97215
154,101710,101864
193,105648,105841
182,102076,102258
182,102767,102949
243,102035,102278
192,96855,97047
123,94733,94856
124,98147,98271
203,96094,96297
163,101099,101262
192,95355,95547
124,98719,98843
241,95039,95280
252,95898,96150
123,96115,96238
124,98710,98834
173,95957,96130
114,96746,96860
242,102273,102515
242,100131,100373
173,91890,92063
193,101859,102052
153,94634,94787
124,96558,96682
203,95394,95597
124,101927,102051
124,94200,94324
124,95561,95685
133,100664,100797
124,90173,90297
212,98118,98330
233,92038,92271
242,102036,102278
